"gender","Job.Title.Description","Termination.Reason.Description","City","Pay.Frequency","Pay.Grade.Description","Protected.Veteran.Status","Voluntary.Involuntary.Termination.Flag","years_club","Attrition"
"Female","Pharmacy Technician",NA,"Rochester","Weekly","23","2","No Info","Club10","0"
"Female","SACC Sr. Concierge",NA,"Rochester","Weekly","23","2","No Info","Potential","0"
"Female","Medical Director",NA,"Penfield","Biweekly","97- VP, 15% Target Bonus","No Answer","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"West Henrietta","Weekly","32","2","No Info","Club10","0"
"Female","Home & Heart Program Assistant",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Wound Care LTC NP",NA,"Rochester","Biweekly","37","No Answer","No Info","Potential","0"
"Female","HIM Svc. Technician",NA,"Greece","Weekly","21","No Answer","No Info","Club30","0"
"Female","C/R Resident Services Manager",NA,"Pittsford","Weekly","32","No Answer","No Info","Club30","0"
"Female","Associate Director",NA,"Brockport","Biweekly","96- Director, 9% Target Bonus","2","No Info","Club20","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","No Answer","No Info","Club20","0"
"Female","SACC Music Therapist",NA,"Rochester","Weekly","25","2","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","2","No Info","Potential","0"
"Female","OT Coordinator",NA,"Rochester","Biweekly","35","No Answer","No Info","Potential","0"
"Female","LPN SACC",NA,"Rochester","Weekly","26","2","No Info","Club10","0"
"Female","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","LPN 7th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Webster","Weekly","21","No Answer","No Info","Club30","0"
"Female","Part Time Recreation Therapist",NA,"Spencerport","Weekly","25","No Answer","No Info","Club30","0"
"Female","Per Diem Occup. Therapist",NA,"West Henrietta","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","0"
"Female","Reimbursement Manager",NA,"Webster","Biweekly","35","No Answer","No Info","Club30","0"
"Female","Per Diem Speech Path",NA,"Greece","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","0"
"Female","LPN SACC",NA,"Webster","Weekly","26","No Answer","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","CNA 3rd Flr","Walked Off Job","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","Protective Svc Officer",NA,"Brockport","Weekly","21","2","No Info","Potential","0"
"Female","LPN 4th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","LPN 8th Flr","Abandoned Job","Rochester","Weekly","26","2","No Info","Potential","1"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","LPN SACC",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA WTCC3",NA,"W. Henrietta","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","LPN 6th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","CNA 3rd Flr","Poor judgement","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","Nurse Practitioner",NA,"Webster","Biweekly","35","2","No Info","Potential","0"
"Female","CNA LCC",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","LPN 7th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","AM Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Club30","0"
"Female","CNA SACC","Relocation","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Club10","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 4th Flr","Walked Off Job","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN WTCC3",NA,"Rochester","Weekly","26","No Answer","No Info","ClubElite","0"
"Female","Director of CR IL and AL Adminstrator",NA,"Ontario","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Potential","0"
"Female","LPN LCC",NA,"Webster","Weekly","26","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - The Glen",NA,"Webster","Weekly","21","No Answer","No Info","Club30","0"
"Female","Nurse Educator",NA,"Webster","Biweekly","31","2","No Info","Potential","0"
"Female","C/O Dining Room Captain","Poor Performance","Webster","Weekly","22","2","No Info","Potential","1"
"Female","Clinical Dietician",NA,"Webster","Weekly","28","No Answer","No Info","Potential","0"
"Female","C/R Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Male","CNA 9th Flr",NA,"West Henrietta","Weekly","22","No Answer","No Info","Club30","0"
"Female","Recreation Therapist",NA,"Rochester","Weekly","25","2","No Info","Potential","0"
"Female","Program Director RGH Wound Healing Center",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Potential","0"
"Female","LPN LCC",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","PM Cook",NA,"Rochester","Weekly","23","No Answer","No Info","ClubElite","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","C/R Associate",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Male","Protective Svc Officer",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","C/R Dining Services Captain",NA,"Webster","Weekly","22","2","No Info","Club20","0"
"Female","CNA SACC",NA,"Ontario","Weekly","22","2","No Info","Potential","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Female","LPN 8th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","ClubElite","0"
"Female","LPN 3rd Flr",NA,"Rochester","Weekly","26","4","No Info","Club30","0"
"Female","RN WTCC1",NA,"Rochester","Weekly","30","No Answer","No Info","Potential","0"
"Female","Home & Heart Program Assistant",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","ClubElite","0"
"Female","Admissions Professional","Normal Retirement","Pittsford","Biweekly","MSW/DentHyg/A","No Answer","No Info","ClubElite","1"
"Female","Healthcare Svcs Coord",NA,"Ontario","Weekly","31","No Answer","No Info","Club30","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club20","0"
"Female","Speech Pathologist",NA,"Fairport","Biweekly","32","No Answer","No Info","Potential","0"
"Female","Recreation Therapist",NA,"Rochester","Weekly","25","2","No Info","Potential","0"
"Female","Nursing Care Coordinator WTCC1",NA,"Fairport","Weekly","31","2","No Info","Potential","0"
"Female","Rehab Aide",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","Sr. Resident Account Rep.",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","Nursing Office Manager",NA,"Rochester","Biweekly","26","No Answer","No Info","Club10","0"
"Female","HIM Associate",NA,"Webster","Weekly","22","No Answer","No Info","Club30","0"
"Female","Per Diem Phys. Therapist",NA,"Rochester","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","0"
"Female","Home & Heart Program Assistant","Personal","Webster","Weekly","22","2","No Info","Club10","1"
"Female","LPN 7th Flr","Abandoned Job","Rochester","Weekly","26","2","No Info","Potential","1"
"Female","LPN WTCC2",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Nursing Supervisor","Abandoned Job","Geneseo","Weekly","32","2","No Info","Potential","1"
"Female","3rd Flr CNA Trainee","False Emp Applicat","Rochester","Weekly","72- Per Diem: CNA Trainee","1","1","Potential","1"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","C/R Bistro Coordinator",NA,"Rochester","Weekly","23","2","No Info","Club10","0"
"Female","Pastoral Care Coordinator",NA,"Rochester","Weekly","27","No Answer","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Female","C/R Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Potential","0"
"Female","LPN 5th Flr",NA,"Gates","Weekly","26","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Female","Director of Sales",NA,"Webster","Biweekly","32","No Answer","No Info","Potential","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Program Assistant",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 4th Flr",NA,"Rochster","Weekly","22","1","No Info","Potential","0"
"Female","C/R Wellness Coach",NA,"Rochester","Weekly","28","2","No Info","Potential","0"
"Female","Reimbursement Associate",NA,"Rochester","Weekly","23","No Answer","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","C/O Resident Services Lead",NA,"Rochester","Weekly","25","2","No Info","Club10","0"
"Female","Nurse Practitioner",NA,"Macedon","Biweekly","35","2","No Info","Potential","0"
"Female","Gift Records Assistant",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Wound Healing Center RN Part Time",NA,"Rochester","Weekly","31","2","No Info","Potential","0"
"Female","CNA SACC","Poor judgement","Rochester","Weekly","22","2","No Info","Club10","1"
"Female","WTCC Social Worker",NA,"Rochester","Biweekly","23","2","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","HIM Coordinator",NA,"Rochester","Weekly","27","No Answer","No Info","Club30","0"
"Female","Staff RN LCC","Resignation","Rochester","Weekly","30","No Answer","No Info","Club30","1"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Club10","0"
"Female","HIM Svc. Technician",NA,"Spencerport","Weekly","21","No Answer","No Info","Club10","0"
"Female","Home & Heart Program Assistant",NA,"Webster","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","CNA 6th Flr","Another Job","Rochester","Weekly","22","No Answer","No Info","Club20","1"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Webster","Weekly","21","No Answer","No Info","ClubElite","0"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Administrative Assistant For R",NA,"Rochester","Weekly","25","No Answer","No Info","Club10","0"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","LPN 5th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","SA Receptionist",NA,"Rochester","Weekly","21","No Answer","No Info","Club20","0"
"Female","LPN SACC",NA,"Williamson","Weekly","26","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Webster","Weekly","20","No Answer","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Male","Recreation Therapist",NA,"Rochester","Weekly","25","No Answer","No Info","Potential","0"
"Male","Nursing Supervisor",NA,"Ontario","Weekly","32","2","No Info","Club10","0"
"Male","Cook Assistant",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Female","Reimbursement Review Nurse",NA,"Walworth","Weekly","31","No Answer","No Info","Club10","0"
"Female","LPN 3rd Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","LPN SCU",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA 4th Flr","Another Job","Rochester","Weekly","22","2","No Info","Potential","1"
"Male","C/R Security Officer",NA,"Webster","Weekly","21","No Answer","No Info","Club30","0"
"Male","CNA 3rd Flr","Another Job","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","Life Enrichment Secretary","Normal Retirement","Webster","Weekly","23","No Answer","No Info","Club20","1"
"Female","LPN 6th Flr",NA,"Webster","Weekly","26","No Answer","No Info","Potential","0"
"Female","CNA LCC",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","Club20","0"
"Female","Social Worker - MSW Part Time",NA,"Rochester","Weekly","28","No Answer","No Info","Club10","0"
"Female","Social Worker BSW",NA,"Rochester","Weekly","28","No Answer","No Info","Potential","0"
"Female","Social Worker - MSW Part Time",NA,"Honeoye Falls","Weekly","28","No Answer","No Info","Club30","0"
"Female","CNA 2nd Flr","Poor judgement","Rochester","Weekly","22","No Answer","1","Club30","1"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","Club30","0"
"Female","Per Diem Phys. Therapist",NA,"Penfield","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","0"
"Female","C/R Waitstaff",NA,"Webster","Weekly","20","2","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","8th Flr Nursing Care Coordinat",NA,"Rochester","Weekly","31","2","No Info","Potential","0"
"Female","SA Receptionist",NA,"Penfield","Weekly","21","2","No Info","Potential","0"
"Female","Dining Service Assistant",NA,"East Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Admissions Associate",NA,"Rochester","Weekly","27","No Answer","No Info","Club10","0"
"Female","SACC Receptionist",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Female","Dir. Pastoral Care",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","2","No Info","Potential","0"
"Female","Chief Receptionist",NA,"Penfield","Weekly","22","No Answer","No Info","Club20","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","RN WTCC1",NA,"Rochester","Weekly","30","2","No Info","Potential","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","P&E Mechanic",NA,"Rochester","Weekly","25","No Answer","No Info","Potential","0"
"Male","Clinical Informatics Coord",NA,"Wolcott","Biweekly","31","No Answer","No Info","ClubElite","0"
"Female","Clerk - Cafe Rizzo",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Walworth","Weekly","21","No Answer","No Info","Club20","0"
"Female","C/R Activities Coordinator",NA,"Fairport","Weekly","24","2","No Info","Club10","0"
"Female","Nurse Practitioner",NA,"Rochester","Biweekly","35","2","No Info","Potential","0"
"Female","WTCC2 Nurse Manager",NA,"West Henrietta","Biweekly","32","2","No Info","Potential","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Lead Retail Service Assoc. Bis",NA,"Rochester","Weekly","22","2","No Info","Club30","0"
"Female","7th Flr Nurse Manager",NA,"Rochester","Biweekly","33","No Answer","No Info","ClubElite","0"
"Female","C/R MC LPN Supervisor",NA,"East Rochester","Weekly","28","4","No Info","Club30","0"
"Male","Laundry Worker",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Per Diem Occup. Therapist","Elimination of Pos","Irondequoit","Weekly","74- Per Diem: PT/OT/Speech Path","2","No Info","Potential","1"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","WTCC Social Worker",NA,"Rochester","Biweekly","23","No Answer","No Info","ClubElite","0"
"Male","President/CEO",NA,"Webster","Biweekly","99- CEO/President, 25% Target Bonus","No Answer","No Info","Club30","0"
"Male","C/R Food Service Lead",NA,"Rochester","Weekly","23","No Answer","No Info","Club30","0"
"Male","Env Serv Supervisor",NA,"Rochester","Biweekly","26","No Answer","No Info","Club30","0"
"Male","Stationary Engineer",NA,"Rochester","Weekly","29","2","No Info","Club20","0"
"Male","CSR Technician",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Male","CIO",NA,"Victor","Biweekly","96- Director, 9% Target Bonus","2","No Info","Potential","0"
"Male","Driver",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","Coord. Support Services",NA,"Williamson","Biweekly","26","No Answer","No Info","Potential","0"
"Female","Bookkeeper/Account Rep",NA,"Rochester","Weekly","25","No Answer","No Info","Club30","0"
"Female","Per Diem Speech Path","Elimination of Pos","Webster","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","1"
"Female","Protective Svc Officer",NA,"Rochester","Weekly","21","2","No Info","Club10","0"
"Female","Nursing Supervisor",NA,"Webster","Weekly","32","2","No Info","Potential","0"
"Female","Per Diem Speech Path",NA,"Rochester","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Potential","0"
"Female","CNA SACC",NA,"Webster","Weekly","22","No Answer","No Info","Club30","0"
"Female","Quality Management Representative",NA,"Rochester","Weekly","24","No Answer","No Info","ClubElite","0"
"Female","HR Service Coordinator",NA,"Rochester","Biweekly","28","No Answer","No Info","Club30","0"
"Female","Per Diem Occup. Therapist",NA,"Penfield","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Club30","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","Staff RN LCC",NA,"Pittsford","Weekly","30","1","No Info","Potential","0"
"Female","LPN 9th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club20","0"
"Female","C/R Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Webster","Weekly","21","No Answer","No Info","Club30","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","C/O Wellness Coach",NA,"Caledonia","Weekly","23","2","No Info","Potential","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 5th Flr","Failed pre-emp test","Rochester","Weekly","22","2","1","Potential","1"
"Female","LPN WTCC3",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","LPN 6th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA 5th Flr",NA,"North Chili","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Diet Technician",NA,"Rochester","Weekly","25","No Answer","No Info","Potential","0"
"Female","RN WTCC1",NA,"Ontario","Weekly","30","No Answer","No Info","Potential","0"
"Female","C/R Waitstaff",NA,"Webster","Weekly","20","No Answer","No Info","Potential","0"
"Female","Healthcare Services Coordinator","Another Job","Rochester","Biweekly","31","No Answer","No Info","Potential","1"
"Female","C/R Activities Coordinator",NA,"Fairport","Weekly","24","2","No Info","Club20","0"
"Female","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Speech Pathologist",NA,"Rochester","Biweekly","32","2","No Info","Potential","0"
"Female","LPN 5th Flr",NA,"rochester","Weekly","26","2","No Info","Potential","0"
"Female","C/R Waitstaff",NA,"Webster","Weekly","20","2","No Info","Potential","0"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","ClubElite","0"
"Female","Sr. LPN 6th Floor",NA,"Rochester","Weekly","28","No Answer","No Info","Club10","0"
"Female","Asst. Director of Nursing - SA",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Club20","0"
"Male","Paint/Carpentry Leader",NA,"Webster","Weekly","25","No Answer","No Info","Club10","0"
"Male","Part Time Dining Services Supervisor",NA,"Rochester","Weekly","25","No Answer","No Info","Potential","0"
"Male","AM Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Potential","0"
"Male","Stationary Engineer",NA,"Rochester","Weekly","29","2","No Info","Potential","0"
"Male","C/R Driver",NA,"Fairport","Weekly","21","No Answer","No Info","Club30","0"
"Female","RN WTCC1",NA,"Rochester","Weekly","30","2","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","Env Svc Assistant","Abandoned Job","Rochester","Weekly","20","No Answer","2","Club30","1"
"Female","LPN 3rd Flr","Absentee-Tardiness","Rochester","Weekly","26","2","No Info","Potential","1"
"Male","C/R Fac Supervisor",NA,"Marion","Biweekly","27","No Answer","No Info","Club30","0"
"Male","C/R Sous Chef",NA,"Webster","Weekly","25","2","No Info","Club10","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Sr. Admissions Professional",NA,"Rochester","Biweekly","31","No Answer","No Info","Club30","0"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","Speech Pathology Coordinator",NA,"East Bethany","Biweekly","35","No Answer","No Info","Club10","0"
"Female","Cert. Occupational Ther. Asst",NA,"Rochester","Weekly","27","No Answer","No Info","Club30","0"
"Female","Physical Therapist",NA,"Penfield","Biweekly","32","2","No Info","Potential","0"
"Female","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Club10","0"
"Female","SA Receptionist",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","Env Svc Assistant","Poor judgement","Rochester","Weekly","20","No Answer","1","Club20","1"
"Male","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","RN WTCC1","Did Not PD Req","Rochester","Weekly","30","No Answer","No Info","Club20","1"
"Male","P&E Mechanic",NA,"Rochester","Weekly","25","2","No Info","Club20","0"
"Female","Sr. LPN 9th Flr",NA,"Rochester","Weekly","28","No Answer","No Info","Club30","0"
"Male","C/O Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Laundry Worker",NA,"East Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","PM Household Dining Asst",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Male","Accounts Payable Specialist",NA,"Rochester","Weekly","24","2","No Info","Club10","0"
"Female","Sr CNA/Preceptor WTCC1",NA,"Rochester","Weekly","23","No Answer","No Info","Club20","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","Clinical Dietician Per Diem",NA,"Rochester","Weekly","28","No Answer","No Info","Club10","0"
"Female","Staff RN LCC",NA,"Webster","Weekly","30","No Answer","No Info","Club30","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club20","0"
"Female","5th Flr CNA Trainee",NA,"Pittsford","Weekly","72- Per Diem: CNA Trainee","No Answer","No Info","Club30","0"
"Male","Chef",NA,"Wolcott","Biweekly","29","No Answer","No Info","ClubElite","0"
"Female","Sr. HIM Associate",NA,"Rochester","Weekly","25","No Answer","No Info","Club10","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","HIM Associate",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Lead Nursing Supervisor",NA,"East Rochester","Weekly","34","No Answer","No Info","Club30","0"
"Female","C/R Resident Services Manager",NA,"Rochester","Weekly","32","No Answer","No Info","Club30","0"
"Female","RN WTCC1",NA,"Ontario","Weekly","30","2","No Info","Potential","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","P&E Mechanic",NA,"Rochester","Weekly","25","No Answer","No Info","Club10","0"
"Male","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","Per Diem Staff Pharmacist",NA,"Rochester","Weekly","76- Per Diem: Staff Pharmacist","2","No Info","Potential","0"
"Male","Stationary Engineer",NA,"Wolcott","Weekly","29","No Answer","No Info","Club20","0"
"Male","Protective Svc Officer",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Male","C/O Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Club20","0"
"Female","Retail Service Associate Bistr",NA,"Rochester","Weekly","22","2","No Info","Club20","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","C/R Concierge",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","Stationary Engineer",NA,"Rochester","Weekly","29","No Answer","No Info","Club10","0"
"Male","Sr. LPN SACC",NA,"Sodus","Weekly","28","No Answer","No Info","Club30","0"
"Male","TCC Dining Ambassador","Another Job","Rochester","Weekly","21","2","No Info","Potential","1"
"Male","C/R Driver",NA,"Webster","Weekly","21","2","No Info","Potential","0"
"Male","Driver",NA,"Sodus","Weekly","21","2","No Info","Potential","0"
"Male","Dining Service Assistant","Failed pre-emp test","Rochester","Weekly","20","2","1","Potential","1"
"Female","CNA SCU",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Medical Clinic RN",NA,"Rochester","Biweekly","30","No Answer","No Info","Club10","0"
"Female","C/R ALU LPN Supervisor",NA,"Rochester","Weekly","28","2","No Info","Potential","0"
"Female","LPN 7th Flr","Abandoned Job","Rochester","Weekly","26","2","No Info","Potential","1"
"Male","CNA 9th Flr","Absentee-Tardiness","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Staff RN SACC",NA,"Webster","Weekly","30","No Answer","No Info","Club10","0"
"Female","LPN 9th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Social Worker",NA,"Rochester","Weekly","28","2","No Info","Potential","0"
"Male","Env Svc Assistant","Abandoned Job","Rochester","Weekly","20","2","No Info","Potential","1"
"Male","Painter",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","RN WTCC3",NA,"Rochester","Weekly","30","No Answer","No Info","Potential","0"
