@relation UScensus_exercise

@attribute caseid numeric

@attribute dAge {0,1,2,3,4,5,6,7}

@attribute dAncstry1 {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute dAncstry2  {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iAvail {0,1,2,3,4}

@attribute iCitizen {0,1,2,3,4}

@attribute iClass {0,1,2,3,4,5,6,7,8,9}

@attribute dDepart {0,1,2,3,4,5}
@attribute iDisabl1 {0,1,2}

@attribute iDisabl2 {0,1,2}

@attribute iEnglish {0,1,2,3,4}

@attribute iFeb55 {0,1}
@attribute iFertil {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute dHispanic {0,1,2,3,4,5,6,7,8,9}

@attribute dHour89 {0,1,2,3,4,5}

@attribute dHours {0,1,2,3,4,5}

@attribute iImmigr {0,1,2,3,4,5,6,7,8,9,10}

@attribute dIncome1 {0,1,2,3,4}

@attribute dIncome2 {0,1}

@attribute dIncome3 {0,1}

@attribute dIncome4 {0,1}

@attribute dIncome5 {0,1}

@attribute dIncome6 {0,1}

@attribute dIncome7 {0,1}

@attribute dIncome8 {0,1}

@attribute dIndustry {0,1,2,3,4,5,6,7,8,9,10,11,12}

@attribute iKorean {0,1}

@attribute iLang1 {0,1,2}

@attribute iLooking {0,1,2}

@attribute iMarital {0,1,2,3,4}
@attribute iMay75880 {0,1}
@attribute iMeans {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iMilitary {0,1,2,3,4}

@attribute iMobility {0,1,2}
@attribute iMobillim {0,1,2}

@attribute dOccup {0,1,2,3,4,5,6,7,8}

@attribute iOthrserv {0,1}

@attribute iPerscare {0,1,2}

@attribute dPOB {0,1,2,3,4,5,6}

@attribute dPoverty {0,1,2}

@attribute dPwgt1 {0,1,2,3}

@attribute iRagechld {0,1,2,3,4}

@attribute dRearning {0,1,2,3,4,5}

@attribute iRelat1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute iRelat2 {0,1,2,3,4,5,6,7,8,9}

@attribute iRemplpar {0,111,112,113,114,121,122,133,134,141,211,212,213,221,222,223}

@attribute iRiders {0,1,2,3,4,5,6,7,8}

@attribute iRlabor {0,1,2,3,4,5,6}

@attribute iRownchld {0,1}

@attribute dRpincome {0,1,2,3,4,5}

@attribute iRPOB {10,21,22,23,24,31,32,33,34,35,36,40,51,52}

@attribute iRrelchld {0,1}

@attribute iRspouse {0,1,2,3,4,5,6}

@attribute iRvetserv {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute iSchool {0,1,2,3}

@attribute iSept80 {0,1}

@attribute iSex {0,1}

@attribute iSubfam1 {0,1,2,3}

@attribute iSubfam2 {0,1,2,3}

@attribute iTmpabsnt {0,1,2,3}

@attribute dTravtime {0,1,2,3,4,5,6}

@attribute iVietnam {0,1}

@attribute dWeek89 {0,1,2}

@attribute iWork89 {0,1,2}

@attribute iWorklwk {0,1,2}

@attribute iWWII {0,1}

@attribute iYearsch {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@attribute iYearwrk {0,1,2,3,4,5,6,7}

@attribute dYrsserv {0,1,2}



@data
22913,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,2,0,2,0,2,1,4,2,4,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,4,0,2,1,0,0,10,1,0
22914,4,1,2,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,3,2,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
22915,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,7,4,121,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
22916,3,11,2,0,0,1,3,2,2,0,0,2,0,3,1,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,1,3,1,0,0,2,1,0,3,24,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
22917,6,1,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,2,24,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,13,6,0
22918,6,2,2,0,0,1,4,2,2,0,0,4,0,5,4,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,3,4,4,1,0,0,1,1,0,4,21,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,14,1,0
22919,5,1,2,0,0,1,4,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,1,1,8,0,2,0,0,1,1,2,1,2,2,0,2,0,2,1,0,2,0,0,0,1,1,0,4,22,0,1,4,1,1,0,0,0,0,1,1,2,1,1,0,14,1,2
22920,4,1,2,0,0,1,2,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
22921,4,1,1,0,0,5,1,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,2,2,5,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,11,1,1
22922,6,1,1,0,0,6,4,2,2,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0,3,0,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,10,1,0,0,0,0,0,2,0,2,1,1,1,10,1,1
22923,7,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,1,0,1,1,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,5,6,0
22924,3,1,1,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,6,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,4,3,0,0,0,1,1,0,3,23,0,4,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
22925,3,3,1,0,0,1,4,2,2,1,0,3,0,2,2,0,1,0,0,0,0,0,0,1,9,0,1,0,0,0,1,4,2,2,2,0,2,0,2,1,1,2,1,0,0,1,1,0,2,24,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
22926,2,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,1,0,0,4,0,0,0,6,0,0,10,1,6,0,2,0,0,0,0,3,0,0,0,2,2,0,7,7,0
22927,3,11,1,0,0,1,0,2,2,0,0,4,0,2,0,0,1,0,0,0,0,1,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,1,1,1,2,0,0,0,0,6,0,2,24,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
22928,6,3,1,0,0,1,3,2,2,1,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,1,1,0,0,0,1,2,1,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,13,1,1
22929,7,0,1,0,0,4,0,2,2,0,0,2,0,3,0,0,1,0,0,0,1,0,1,0,9,0,2,2,1,0,0,4,1,2,3,0,2,0,2,2,4,2,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,7,2,0
22930,5,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,0,2,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,5,0
22931,4,1,1,0,0,7,4,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,7,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,6,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
22932,5,1,2,0,0,1,3,2,2,0,0,2,0,3,4,0,2,0,0,0,0,0,0,0,7,0,2,0,2,0,1,4,2,2,1,0,2,0,2,2,4,3,0,0,0,2,1,0,3,22,0,4,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
22933,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22934,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,121,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22935,3,0,1,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,5,0,2,0,2,2,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
22936,5,1,1,0,0,3,3,2,2,0,0,3,0,3,3,0,3,0,0,1,0,0,0,0,10,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,4,4,0,0,0,1,1,0,4,22,0,4,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
22937,2,11,1,0,0,4,5,2,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,9,0,2,0,4,0,10,4,2,2,2,0,2,0,0,1,4,2,13,0,0,0,1,0,2,10,0,6,0,2,0,1,0,0,0,1,0,1,1,1,0,11,1,0
22938,6,1,1,0,0,1,3,2,2,0,0,3,0,2,2,0,2,0,0,1,0,0,0,0,6,0,2,0,1,0,1,4,1,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,10,0,3,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
22939,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22940,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,121,0,0,0,0,10,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
22941,5,2,1,0,3,1,4,2,2,2,0,1,0,3,3,8,2,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,2,0,2,2,2,1,4,3,1,0,0,1,1,0,3,51,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
22942,4,7,1,0,0,1,0,2,2,0,0,1,0,2,1,0,2,0,0,0,0,0,0,0,8,0,2,0,2,0,11,4,2,2,3,0,2,0,2,1,4,3,0,0,0,0,1,0,3,23,0,4,0,1,0,1,0,0,0,0,0,2,1,1,0,11,1,0
22943,2,1,1,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,9,0,2,2,4,0,0,4,2,2,2,0,2,0,0,1,0,2,13,0,0,0,6,0,2,21,0,6,0,3,0,0,0,0,3,0,0,1,1,2,0,10,2,0
22944,4,11,2,0,0,1,3,2,2,0,0,2,0,3,2,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
22945,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22946,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
22947,4,3,1,0,4,4,4,2,2,2,0,0,4,5,5,1,1,0,0,0,0,0,0,0,9,0,1,0,4,0,9,4,2,2,1,0,2,4,2,1,0,2,0,0,0,0,1,0,2,52,0,6,0,1,0,0,0,0,0,3,0,1,1,1,0,17,1,0
22948,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
22949,4,1,12,0,0,3,2,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,2,2,3,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
22950,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,0,4,0,3,0,111,0,6,1,0,24,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,7,7,0
22951,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
22952,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22953,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,0,0,6,0,112,0,0,0,0,10,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,3,0,0
22954,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,223,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22956,3,3,2,0,0,5,4,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,4,0,2,4,1,2,2,0,2,0,2,3,0,0,2,0,0,0,1,0,0,10,0,6,0,1,0,0,0,0,0,3,0,0,2,1,0,10,1,0
22957,6,1,1,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,0,0,4,2,2,4,0,2,0,2,2,4,2,1,0,0,0,6,0,2,22,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,11,2,0
22958,7,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,4,1,1,0,0,2,0,1,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,11,6,0
22959,7,1,3,0,0,6,0,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,6,1,2,2,0,0,0,2,1,2,2,0,2,0,2,1,0,0,0,0,0,0,6,0,4,24,0,1,6,1,0,0,0,0,3,0,1,0,2,2,1,15,4,2
22960,7,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,4,1,1,0,0,1,0,2,1,4,0,5,0,0,0,6,0,2,23,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,7,5,0
22961,4,1,1,0,0,3,3,2,2,0,0,3,0,2,2,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,3,4,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,15,1,0
22962,4,1,3,0,0,1,3,2,2,1,0,2,0,3,3,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,1,2,2,0,2,0,2,0,2,3,1,0,0,1,1,0,3,10,0,1,0,3,0,1,0,0,0,3,0,2,1,1,0,11,1,0
22963,2,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,2,0,0,11,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,6,7,0
22964,6,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,2,10,0,1,7,1,0,0,0,0,3,0,0,0,2,2,0,10,5,1
22965,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22966,4,11,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,2,0,0,0,4,2,2,6,0,2,0,1,2,2,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,4,0
22967,4,3,1,0,0,1,4,2,2,0,0,3,9,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,3,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,6,1,0
22968,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,121,0,0,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22969,6,1,12,0,0,1,4,2,2,0,1,0,0,3,3,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,1,7,1,0,0,0,0,0,4,0,2,1,1,0,9,1,2
22970,5,1,1,0,0,1,4,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,0,9,0,2,0,2,0,1,4,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,10,0,4,0,2,0,0,0,0,0,1,0,1,1,1,0,16,1,0
22971,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,223,0,0,0,0,10,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
22972,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22973,5,11,1,0,0,5,5,2,2,0,0,0,0,5,5,0,3,0,0,1,0,0,0,0,5,0,2,0,0,0,1,2,1,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,23,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,15,1,1
22974,5,1,2,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,1,0,0,0,1,6,0,2,0,0,0,1,2,1,2,5,0,2,0,2,3,0,2,0,0,0,1,1,0,3,10,0,1,4,2,0,0,0,0,0,5,1,1,1,1,0,10,1,1
22975,7,1,2,0,0,5,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,0,0,0,0,4,2,2,1,0,2,0,1,1,4,0,1,0,0,0,6,0,2,22,0,1,0,2,0,1,0,0,0,0,0,0,2,2,0,7,4,0
22976,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,114,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
22977,3,1,1,0,0,1,2,2,2,0,0,0,0,3,5,0,3,0,0,1,0,0,0,0,4,0,2,0,4,0,1,4,1,2,5,0,2,0,2,1,0,4,7,9,0,2,1,0,4,10,0,6,0,1,0,0,0,0,0,2,0,2,1,0,0,13,1,0
22978,6,11,1,0,0,4,3,2,2,0,0,8,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,1,0,12,4,1,2,3,0,2,0,2,1,4,2,0,0,0,0,1,0,2,10,0,3,0,1,0,1,0,0,0,1,0,1,1,1,0,5,1,0
22979,7,11,1,0,3,1,0,2,2,1,0,7,0,0,0,8,0,0,0,0,1,1,0,0,8,0,1,2,4,0,0,4,1,2,3,0,2,4,2,2,2,0,0,0,0,0,6,0,2,51,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,5,4,0
22980,6,6,1,0,3,0,0,2,2,1,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,0,0,2,6,2,1,4,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,10,6,0
22981,4,1,2,0,0,4,3,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,5,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
22982,3,0,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,2,2,6,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,3,0
22983,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,114,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
22984,6,11,1,0,0,1,4,2,2,0,0,4,0,3,3,0,1,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,0,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,9,1,0
22985,6,1,2,0,0,8,0,1,2,0,0,6,0,0,0,0,0,0,0,1,1,0,1,0,7,0,2,0,1,0,0,4,1,2,2,0,2,0,2,0,4,0,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,10,3,0
22986,5,1,1,0,0,1,5,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
22987,5,1,2,0,0,1,4,2,2,0,0,0,0,4,4,0,4,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,5,0,0,0,1,1,0,5,22,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
22988,4,11,1,0,0,1,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,9,1,0
22989,4,11,1,0,0,1,5,2,2,0,0,4,0,3,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,10,4,2,2,4,0,2,0,2,1,3,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,10,1,0
22990,4,3,1,0,3,1,2,2,2,3,0,0,0,5,5,6,3,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,5,0,2,4,2,1,0,4,0,0,0,1,1,0,4,51,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,7,1,0
22991,7,1,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,2,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,13,6,0
22992,3,0,1,0,0,1,2,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,7,0,2,0,4,0,1,2,2,2,2,0,2,0,2,3,0,3,9,0,0,1,1,0,3,23,0,6,1,1,1,0,0,0,0,3,0,2,1,0,0,10,1,1
22993,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
22994,3,11,12,4,0,1,0,2,2,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,5,0,2,1,4,0,0,4,1,2,6,0,2,0,2,2,0,3,2,0,0,0,3,0,3,10,0,6,0,1,0,0,0,0,0,0,0,1,1,2,0,11,2,0
22995,7,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,23,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,5,0
22996,4,11,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,3,0,1,0,0,0,6,0,0,10,0,1,0,2,0,1,0,0,3,0,0,0,2,2,0,11,6,0
22997,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
22998,4,1,1,0,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,8,0,2,2,0,0,0,4,1,2,2,0,2,0,2,1,1,2,1,0,0,0,6,0,2,21,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
22999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0
23000,3,2,2,0,0,1,5,2,2,1,0,1,0,3,3,0,1,0,0,0,0,0,0,0,7,0,1,0,4,0,1,4,1,2,2,0,2,0,2,0,4,2,2,0,0,1,1,0,2,22,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
23001,6,11,2,0,0,1,3,2,2,0,0,5,0,3,3,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,4,4,0,0,0,1,1,0,4,22,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
